date,time,condo_id,crab_id,outcome,sex,hemo_col,hemo_ri,status,shell_hardness,black_light_fluorescence,photo_id,fed,Post-molt CW (mm),Post-molt mass (g),digital_ri,ca,Notes/Observations
6/10/21,9:31,WL,OBWB,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBWB,Removed,M,NA,1.5,A,3,L,"76,77",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/25/21,NA,CML,OBWG,Removed,M,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,good shadowing; check blood RI 2x/wk
6/29/21,NA,CML,OBWG,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,v. lethargic
7/1/21,NA,CML,OBWG,Removed,M,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,"no halo, feisty"
7/5/21,NA,CML,OBWG,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBWG,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBWG,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBWG,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"active, spread claws"
7/20/21,NA,CML,OBWG,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,lost claw
7/23/21,NA,CML,OBWG,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,mostly dead
6/3/21,9:17,WL,OBWK,Removed,M,NA,NA,A,3,L,"10,11",N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/7/21,9:13,WL,OBWK,Removed,M,NA,5,A,3,L,"38,39",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,9:31,WL,OBWK,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBWK,Removed,M,NA,5.5,A,3,L,"66,67",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/25/21,NA,CML,OBWR,Dead,M,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,very early halo
6/29/21,NA,CML,OBWR,Dead,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBWR,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"passive, light halo"
7/5/21,NA,CML,OBWR,Dead,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBWR,Dead,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBWR,Dead,M,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBWR,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,
7/20/21,NA,CML,OBWR,Dead,M,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, defensive but not aggressive"
7/23/21,NA,CML,OBWR,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/10/21,10:36,WL,OBWY,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,"Barely fluoresced, Removed from tray (non-premolt) on 6/17/2021 12:35"
6/14/21,14:33,WL,OBWY,Removed,M,NA,10.5,A,3,L,"64,65",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/25/21,NA,CML,OBY,Removed,M,NA,8.5,A,3,NA,yes,N,NA,NA,NA,NA,"feisty, very early halo"
6/29/21,NA,CML,OBY,Removed,M,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"passive, light halo"
7/5/21,NA,CML,OBY,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBY,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBY,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/20/21,NA,CML,OBY,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,somewhat active
7/23/21,NA,CML,OBY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/25/21,NA,CML,OBYB,Dead,M,NA,12,A,3,NA,yes,N,NA,NA,NA,NA, check blood RI 2x/wk
6/29/21,NA,CML,OBYB,Dead,M,NA,10.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBYB,Dead,M,NA,9.5,A,3,NA,yes,N,NA,NA,NA,NA,"very good halo, active"
7/5/21,NA,CML,OBYB,Dead,M,NA,10.5,A,3,NA,NA,N,NA,NA,NA,NA,feisty
7/9/21,NA,CML,OBYB,Dead,M,NA,8.5,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBYB,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/3/21,9:17,WL,OBYG,Removed,M,NA,NA,A,3,L,"34,35",N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/7/21,9:13,WL,OBYG,Removed,M,NA,9,A,3,L,"46,47",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,9:31,WL,OBYG,Removed,M,NA,NA,A,3,X,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBYG,Removed,M,NA,9,A,3,L,"88,89",Y,NA,NA,NA,NA,"Bubbly blood sample, barely fluorescing, Removed from tray (non-premolt) on 6/17/2021 12:35"
6/18/21,10:38,WL,OBYK,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,OBYK,Removed,M,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,OBYK,Removed,M,NA,NA,A,3,L,101-0008,N,NA,NA,NA,NA,Not a lot of shadowing
6/28/21,10:12,WL,OBYK,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,"Fiesty, barely fluorescing"
7/1/21,10:16,WL,OBYK,Removed,M,NA,NA,A,3,L,101-0043,N,NA,NA,NA,NA,NA
7/5/21,8:58,WL,OBYK,Removed,M,NA,5,A,3,L,NA,N,NA,NA,NA,NA,Barely fluorescing
7/8/21,9:32,WL,OBYK,Removed,M,NA,NA,A,3,L,101-0071,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,OBYK,Removed,M,NA,4.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,OBYK,Removed,M,NA,NA,A,3,L,101-0108,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,OBYK,Removed,M,NA,4,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,OBYK,Removed,M,NA,NA,A,3,X,101-0132,N,NA,NA,NA,NA,NA
6/10/21,10:36,WL,OBYR,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/14/21,14:33,WL,OBYR,Molted,M,NA,2.5,A,3,L,"90,91",Y,NA,NA,NA,NA,Dropped a leg
6/18/21,10:38,WL,OBYR,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,OBYR,Molted,M,NA,11.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,OBYR,Molted,M,NA,NA,A,3,L,101-0017,N,NA,NA,NA,NA,"Crunchy shell (molt soon?) Shadows defined, barely fluorescing, calm/lathargic "
6/28/21,10:12,WL,OBYR,Molted,M,NA,6,M,2,L,NA,N,NA,NA,NA,NA,"Molted & thrown back, obvious fluorescence"
6/25/21,NA,CML,OBYW,Dead,M,NA,10.5,A,3,NA,yes,N,NA,NA,NA,NA,very early halo; check blood RI 2x/wk
6/29/21,NA,CML,OBYW,Dead,M,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBYW,Dead,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,"very, very lethargic-dying?"
7/5/21,NA,CML,OBYW,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
7/22/21,8:50,WL,PB,Removed,F,NA,8,A,3,NA,101-0156,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,Yellow blood
7/29/21,9:25,WL,PB,Removed,F,NA,7,A,3,NA,101-0185,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PB,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PB,Removed,F,NA,7,A,3,NA,101-0214,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PB,Removed,F,NA,6.5,A,3,NA,101-0006,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PB,Removed,F,NA,6,A,3,NA,101-0060,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PB,Removed,F,NA,6.5,A,3,NA,101-0080,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PB,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,PB,Removed,F,NA,6,A,3,NA,101-0004,N,NA,NA,NA,NA,
7/15/21,9:40,WL,PBBG,Molted,F,NA,13.5,A,3,L,101-0117,N,NA,NA,NA,NA,Barely fluorescing
7/19/21,10:26,WL,PBBG,Molted,F,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Could not get blood sample
7/22/21,8:50,WL,PBBG,Molted,F,NA,6.5,M,1,L,101-0145,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBBK,Removed,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBBK,Removed,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBBK,Removed,F,NA,9.5,A,3,NA,101-0180,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBBK,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBBK,Removed,F,NA,9.5,A,3,NA,101-0210,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBBK,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBBK,Removed,F,NA,8.5,A,3,NA,101-0002,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBBK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBBK,Removed,F,NA,8,A,3,NA,101-0057,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBBK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBBK,Removed,F,NA,8,A,3,NA,101-0077,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBBK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,in same cell as P-BRG2
9/2/21,10:15,WL,PBBK,Removed,F,NA,9,A,3,NA,101-0002,N,NA,NA,NA,NA,orange blood
7/5/21,NA,CML,PBBR,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,"new-50 mm CW, no weight, 2 legs missing"
7/9/21,NA,CML,PBBR,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBBR,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,new; somewhat aggressive
7/15/21,NA,CML,PBBR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,
7/20/21,NA,CML,PBBR,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,"faint halo; no halo, defensive but not aggressive"
7/23/21,NA,CML,PBBR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
7/15/21,9:40,WL,PBBW,NA,F,NA,8,A,3,L,101-0119,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBBW,NA,F,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/12/21,14:55,WL,PBBY,Removed,F,NA,7.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBBY,Removed,F,NA,7,A,3,L,101-0111,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBBY,Removed,F,NA,7,A,3,L,NA,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBBY,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBBY,Removed,F,NA,6.5,A,3,NA,101-0190,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBBY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBBY,Removed,F,NA,5.5,A,3,NA,101-0219,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBBY,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBBY,Removed,F,NA,5,A,3,NA,101-0011,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBBY,Removed,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBBY,Removed,F,NA,4.5,A,3,NA,101-0065,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBBY,Removed,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,removed b/c has been in condo for 6 weeks
7/15/21,9:40,WL,PBGG,Removed,F,NA,10.5,A,3,L,101-0118,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBGG,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBGG,Removed,F,NA,8,A,3,L,101-0146,N,NA,NA,NA,NA,"Barely fluorescing, just tips "
7/26/21,11:21,WL,PBGG,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBGG,Removed,F,NA,8,A,3,NA,101-0204,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBGG,Removed,F,NA,10.5,A,3,NA,NA,N,NA,NA,NA,NA,Very orange blood
8/6/21,9:18,WL,PBGG,Removed,F,NA,12,A,3,NA,10:08,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBGG,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBGG,Removed,F,NA,12,A,3,NA,101-0024,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBGG,Removed,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,orange blood; missing all walking legs on one side
8/19/21,8:12,WL,PBGG,Removed,F,NA,11,A,3,NA,101-0074,N,NA,NA,NA,NA,bright orange blood
8/23/21,9:40,WL,PBGG,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood; very tiny blood sample
8/26/21,9:35,WL,PBGG,Removed,F,NA,10.5,A,3,NA,101-0093,N,NA,NA,NA,NA,6-week mark but not released b/c orange blood and high RI
8/30/21,9:23,WL,PBGG,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
9/2/21,10:15,WL,PBGG,Removed,F,NA,8.5,A,3,NA,101-0015,N,NA,NA,NA,NA,
7/9/21,NA,CML,PBGK,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBGK,Removed,M,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,new:aggressive display
7/15/21,NA,CML,PBGK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"active, spread claws"
7/20/21,NA,CML,PBGK,Removed,M,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, defensive but not aggressive"
7/23/21,NA,CML,PBGK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
7/22/21,8:50,WL,PBGR,Missing,F,NA,7.5,A,3,NA,101-0151,N,NA,NA,NA,NA,Done w fluorescence
7/26/21,11:21,WL,PBGR,Missing,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBGR,Missing,F,NA,6.5,A,3,NA,101-0179,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBGR,Missing,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBGR,Missing,F,NA,6,A,3,NA,101-0209,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBGR,Missing,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBGR,Missing,F,NA,6,A,3,NA,101-0001,N,NA,NA,NA,NA,Crawled out and fell into harbor :(
6/24/21,10:05,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0030,N,NA,NA,NA,NA,NA
6/28/21,10:12,WL,PBGW,Removed,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,NA
7/1/21,10:16,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0041,N,NA,NA,NA,NA,Tips only
7/5/21,8:58,WL,PBGW,Removed,M,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/8/21,9:32,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0070,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PBGW,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0107,N,NA,NA,NA,NA,Barely fluorescing
7/19/21,10:26,WL,PBGW,Removed,M,NA,5.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBGW,Removed,M,NA,NA,A,3,X,101-0131,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBGY,Removed,F,NA,13,A,3,L,101-0122,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBGY,Removed,F,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBGY,Removed,F,NA,9,A,3,L,101-0142,N,NA,NA,NA,NA,Barely fluorescing 
7/26/21,11:21,WL,PBGY,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBGY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBGY,Removed,F,NA,10,A,3,NA,9:59,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBGY,Removed,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBGY,Removed,F,NA,12,A,3,NA,101-0019,N,NA,NA,NA,NA,Orange blood
8/16/21,15:30,WL,PBGY,Removed,F,NA,12.5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
8/19/21,8:12,WL,PBGY,Removed,F,NA,11.5,A,3,NA,101-0070,N,NA,NA,NA,NA,bright orange blood
8/23/21,9:40,WL,PBGY,Removed,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,bright orange blood
8/26/21,9:35,WL,PBGY,Removed,F,NA,10,A,3,NA,101-0089,N,NA,NA,NA,NA,6-week mark but not released b/c orange blood and high RI
8/30/21,9:23,WL,PBGY,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
9/2/21,10:15,WL,PBGY,Removed,F,NA,8,A,3,NA,101-0011,N,NA,NA,NA,NA,orange blood
7/5/21,NA,CML,PBK,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,"new-66 mm CW, 4 legs missing, no weight"
7/9/21,NA,CML,PBK,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBK,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,new; passive
7/15/21,NA,CML,PBK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active
7/20/21,NA,CML,PBK,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, defensive but not aggressive"
7/23/21,NA,CML,PBK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/22/21,8:50,WL,PBR,Dead,F,NA,6.5,A,3,NA,101-0155,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBR,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,Light orange blood
7/29/21,9:25,WL,PBR,Dead,F,NA,5,A,3,NA,101-0184,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBR,Dead,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBR,Dead,F,NA,5,A,3,NA,101-0213,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBR,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBR,Dead,F,NA,4,A,3,NA,101-0005,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBR,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/19/21,10:26,WL,PBRB,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/22/21,8:50,WL,PBRB,Removed,F,NA,7.5,A,3,L,101-0141,N,NA,NA,NA,NA,Barely fluorescing 
7/26/21,11:21,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBRB,Removed,F,NA,5,A,3,NA,101-0198,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBRB,Removed,F,NA,7,A,3,NA,9:57,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBRB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBRB,Removed,F,NA,6.5,A,3,NA,101-0018,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBRB,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBRB,Removed,F,NA,6.5,A,3,NA,101-0069,N,NA,NA,NA,NA,tag missing blue (looks like P-RB)
8/23/21,9:40,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBRB,Removed,F,NA,6,A,3,NA,101-0088,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,PBRB,Removed,F,NA,5,A,3,NA,101-0010,N,NA,NA,NA,NA,
7/19/21,10:26,WL,PBRG,Molted,F,NA,11.5,A,3,X,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBRG,Molted,F,NA,6,M,1,L,101-0139,N,NA,NA,NA,NA,Barely fluorescing 
7/22/21,8:50,WL,PBRG2,Dead,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBRG2,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBRG2,Dead,F,NA,4.5,A,3,NA,101-0181,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBRG2,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0211,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0003,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0058,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0078,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBRG2,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,in same cell as P-BBK
9/2/21,10:15,WL,PBRG2,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
6/18/21,10:38,WL,PBRK,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,PBRK,Removed,M,NA,8.5,A,3,X,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0009,N,NA,NA,NA,NA,Just tips fluorescing
6/28/21,10:12,WL,PBRK,Removed,M,NA,10,A,3,X,NA,N,NA,NA,NA,NA,NA
7/1/21,10:16,WL,PBRK,Removed,M,NA,9,A,3,L,101-0042,N,NA,NA,NA,NA,Tips only
7/5/21,8:58,WL,PBRK,Removed,M,NA,9,A,3,L,NA,N,NA,NA,NA,NA,Just the tips of legs fluorescing
7/8/21,9:32,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0065,N,NA,NA,NA,NA,Just tips fluorescing
7/12/21,14:55,WL,PBRK,Removed,M,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0101,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBRK,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/22/21,8:50,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0128,N,NA,NA,NA,NA,Just tips fluorescing
7/5/21,NA,CML,PBRR,Removed,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,"new-51.5 cw, 2 legs missing, no weight"
7/9/21,NA,CML,PBRR,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBRR,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"new; post molt, somewhat aggressive"
7/15/21,NA,CML,PBRR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/20/21,NA,CML,PBRR,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no halo
7/23/21,NA,CML,PBRR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/25/21,NA,CML,PBRY,Dead,M,NA,6.5,A,3,NA,yes,N,NA,NA,NA,NA,early halo
6/29/21,NA,CML,PBRY,Dead,M,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,lethargic
7/1/21,NA,CML,PBRY,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,DOA
7/19/21,10:26,WL,PBW,Molted,F,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,Barely tips fluorescing
